Var X sample ID,Var Y sample ID,Pearson's correlation
GTEX-WWYW-2826-SM-4MVOQ,GTEX-T2IS-2226-SM-4DM65,0.868
GTEX-RTLS-2426-SM-46MUO,GTEX-Y114-1826-SM-4TT87,0.8681
GTEX-PX3G-2026-SM-48U1H,GTEX-WI4N-2426-SM-4OOSC,0.8682
GTEX-P4PP-2026-SM-3P61N,GTEX-UPIC-1526-SM-4IHLU,0.8682
GTEX-RWS6-1326-SM-47JXB,GTEX-TMMY-2226-SM-4DXTN,0.8683
GTEX-RTLS-2426-SM-46MUO,GTEX-ZV6S-1526-SM-5NQ7O,0.8683
GTEX-131XG-2026-SM-5GCN5,GTEX-PWOO-1526-SM-48TCK,0.8684
GTEX-RTLS-2426-SM-46MUO,GTEX-U3ZN-0726-SM-4DXT5,0.8684
GTEX-1399S-2226-SM-5IFEW,GTEX-132AR-1526-SM-5KM1L,0.8685
GTEX-RU72-2626-SM-4TT75,GTEX-XUZC-0926-SM-4BOQF,0.8685
GTEX-WWYW-2826-SM-4MVOQ,GTEX-11I78-2126-SM-5A5K8,0.8687
GTEX-N7MT-0726-SM-3TW8S,GTEX-145ME-1326-SM-5O98Q,0.8687
GTEX-XUZC-0926-SM-4BOQF,GTEX-13W3W-1426-SM-5LU56,0.8687
GTEX-132AR-1526-SM-5KM1L,GTEX-11EMC-1826-SM-5A5JT,0.8688
GTEX-P4PP-2026-SM-3P61N,GTEX-132AR-1526-SM-5KM1L,0.8688
GTEX-RWS6-1326-SM-47JXB,GTEX-YFC4-2826-SM-5P9FR,0.8688
GTEX-TMMY-2226-SM-4DXTN,GTEX-ZAK1-2526-SM-5S2N7,0.8688
GTEX-PWN1-2026-SM-48TD9,GTEX-11GSP-2426-SM-5N9BD,0.8689
GTEX-RTLS-2426-SM-46MUO,GTEX-QCQG-1326-SM-48U24,0.8691
GTEX-QCQG-1326-SM-48U24,GTEX-T6MO-1526-SM-4DM57,0.8692
GTEX-13OVI-1026-SM-5L3EM,GTEX-131XG-2026-SM-5GCN5,0.8693
GTEX-N7MT-0726-SM-3TW8S,GTEX-ZV6S-1526-SM-5NQ7O,0.8693
GTEX-RWS6-1326-SM-47JXB,GTEX-T6MO-1526-SM-4DM57,0.8693
GTEX-WWYW-2826-SM-4MVOQ,GTEX-13OVI-1026-SM-5L3EM,0.8693
GTEX-13W3W-1426-SM-5LU56,GTEX-12ZZX-2126-SM-5LZVL,0.8693
GTEX-Y114-1826-SM-4TT87,GTEX-ZV6S-1526-SM-5NQ7O,0.8694
GTEX-13OVI-1026-SM-5L3EM,GTEX-R55G-1626-SM-48FF4,0.8695
GTEX-ZV6S-1526-SM-5NQ7O,GTEX-12WSD-2826-SM-59HKT,0.8695
GTEX-TSE9-2626-SM-4DXV2,GTEX-11EM3-1926-SM-5987U,0.8695
GTEX-TSE9-2626-SM-4DXV2,GTEX-XUZC-0926-SM-4BOQF,0.8695
GTEX-N7MT-0726-SM-3TW8S,GTEX-132AR-1526-SM-5KM1L,0.8696
GTEX-PWN1-2026-SM-48TD9,GTEX-12WSD-2826-SM-59HKT,0.8697
GTEX-11ZTS-2326-SM-5EQMY,GTEX-PWOO-1526-SM-48TCK,0.8698
GTEX-Y114-1826-SM-4TT87,GTEX-13S7M-1726-SM-5RQK3,0.8698
GTEX-P4PP-2026-SM-3P61N,GTEX-13OVJ-2326-SM-5IJGA,0.8699
GTEX-PWN1-2026-SM-48TD9,GTEX-QCQG-1326-SM-48U24,0.8699
GTEX-11ZTT-1726-SM-5EQL4,GTEX-TSE9-2626-SM-4DXV2,0.87
GTEX-13OVI-1026-SM-5L3EM,GTEX-WI4N-2426-SM-4OOSC,0.87
GTEX-XUZC-0926-SM-4BOQF,GTEX-11EMC-1826-SM-5A5JT,0.8701
GTEX-12WSG-2126-SM-5EGJ7,GTEX-PWOO-1526-SM-48TCK,0.8704
GTEX-P4PP-2026-SM-3P61N,GTEX-11ZTS-2326-SM-5EQMY,0.8705
GTEX-1117F-2426-SM-5EGGH,GTEX-QCQG-1326-SM-48U24,0.8705
GTEX-Y114-1826-SM-4TT87,GTEX-131YS-2326-SM-5IJFJ,0.8706
GTEX-RWS6-1326-SM-47JXB,GTEX-YJ8O-1126-SM-5P9IS,0.8706
GTEX-13OVI-1026-SM-5L3EM,GTEX-S32W-1426-SM-4AD66,0.8708
GTEX-Y114-1826-SM-4TT87,GTEX-RU72-2626-SM-4TT75,0.8709
GTEX-ZTPG-2026-SM-5O999,GTEX-13VXT-1626-SM-5IJES,0.871
GTEX-XYKS-1626-SM-4BRUQ,GTEX-WI4N-2426-SM-4OOSC,0.871
GTEX-N7MT-0726-SM-3TW8S,GTEX-11P81-1626-SM-5BC52,0.8711
GTEX-11EMC-1826-SM-5A5JT,GTEX-WI4N-2426-SM-4OOSC,0.8711
GTEX-13OVI-1026-SM-5L3EM,GTEX-ZAK1-2526-SM-5S2N7,0.8712
GTEX-14BMU-1826-SM-5RQII,GTEX-13W3W-1426-SM-5LU56,0.8712
GTEX-T5JW-1526-SM-4DM5E,GTEX-RTLS-2426-SM-46MUO,0.8713
GTEX-13W3W-1426-SM-5LU56,GTEX-11ZTS-2326-SM-5EQMY,0.8713
GTEX-ZP4G-0726-SM-4WWF2,GTEX-RWS6-1326-SM-47JXB,0.8713
GTEX-13W3W-1426-SM-5LU56,GTEX-12WSD-2826-SM-59HKT,0.8713
GTEX-R55G-1626-SM-48FF4,GTEX-13S7M-1726-SM-5RQK3,0.8713
GTEX-QCQG-1326-SM-48U24,GTEX-11ZTS-2326-SM-5EQMY,0.8714
GTEX-S341-1026-SM-4AD71,GTEX-13S7M-1726-SM-5RQK3,0.8714
GTEX-TSE9-2626-SM-4DXV2,GTEX-11P81-1626-SM-5BC52,0.8714
GTEX-11EM3-1926-SM-5987U,GTEX-13S7M-1726-SM-5RQK3,0.8715
GTEX-RWS6-1326-SM-47JXB,GTEX-ZAK1-2526-SM-5S2N7,0.8715
GTEX-RU1J-1026-SM-46MUR,GTEX-QCQG-1326-SM-48U24,0.8715
GTEX-ZV6S-1526-SM-5NQ7O,GTEX-XYKS-1626-SM-4BRUQ,0.8716
GTEX-QCQG-1326-SM-48U24,GTEX-ZYWO-2126-SM-5GZXF,0.8717
GTEX-N7MT-0726-SM-3TW8S,GTEX-11EM3-1926-SM-5987U,0.8717
GTEX-N7MT-0726-SM-3TW8S,GTEX-RU1J-1026-SM-46MUR,0.8717
GTEX-PWN1-2026-SM-48TD9,GTEX-113JC-2226-SM-5EGJG,0.8717
GTEX-R55G-1626-SM-48FF4,GTEX-12WSD-2826-SM-59HKT,0.8718
GTEX-S32W-1426-SM-4AD66,GTEX-WI4N-2426-SM-4OOSC,0.8718
GTEX-13N11-1126-SM-5KM41,GTEX-N7MT-0726-SM-3TW8S,0.8718
GTEX-131YS-2326-SM-5IJFJ,GTEX-ZYWO-2126-SM-5GZXF,0.8719
GTEX-WWYW-2826-SM-4MVOQ,GTEX-T6MO-1526-SM-4DM57,0.8719
GTEX-PWN1-2026-SM-48TD9,GTEX-RWS6-1326-SM-47JXB,0.872
GTEX-131XG-2026-SM-5GCN5,GTEX-YFC4-2826-SM-5P9FR,0.872
GTEX-11GSP-2426-SM-5N9BD,GTEX-R55G-1626-SM-48FF4,0.872
GTEX-132AR-1526-SM-5KM1L,GTEX-12ZZX-2126-SM-5LZVL,0.872
GTEX-ZV6S-1526-SM-5NQ7O,GTEX-PX3G-2026-SM-48U1H,0.872
GTEX-N7MT-0726-SM-3TW8S,GTEX-S4UY-1226-SM-4AD51,0.872
GTEX-ZYVF-0526-SM-5E43E,GTEX-R55G-1626-SM-48FF4,0.8721
GTEX-12WSK-2026-SM-5CVNB,GTEX-QCQG-1326-SM-48U24,0.8721
GTEX-13OVI-1026-SM-5L3EM,GTEX-11I78-2126-SM-5A5K8,0.8721
GTEX-W5WG-1326-SM-4LMI9,GTEX-PWOO-1526-SM-48TCK,0.8722
GTEX-12WSD-2826-SM-59HKT,GTEX-QCQG-1326-SM-48U24,0.8722
GTEX-132AR-1526-SM-5KM1L,GTEX-W5WG-1326-SM-4LMI9,0.8723
GTEX-RWS6-1326-SM-47JXB,GTEX-UPIC-1526-SM-4IHLU,0.8723
GTEX-13W3W-1426-SM-5LU56,GTEX-S7SF-0826-SM-4AD4W,0.8723
GTEX-RWS6-1326-SM-47JXB,GTEX-ZXES-0726-SM-5E451,0.8724
GTEX-PWN1-2026-SM-48TD9,GTEX-ZYVF-0526-SM-5E43E,0.8724
GTEX-N7MT-0726-SM-3TW8S,GTEX-S32W-1426-SM-4AD66,0.8725
GTEX-132AR-1526-SM-5KM1L,GTEX-13PL7-2026-SM-5IFGK,0.8725
GTEX-R55G-1626-SM-48FF4,GTEX-113JC-2226-SM-5EGJG,0.8726
GTEX-U3ZN-0726-SM-4DXT5,GTEX-PWOO-1526-SM-48TCK,0.8726
GTEX-ZYVF-0526-SM-5E43E,GTEX-131XG-2026-SM-5GCN5,0.8727
GTEX-RWS6-1326-SM-47JXB,GTEX-12WSK-2026-SM-5CVNB,0.8728
GTEX-11GSP-2426-SM-5N9BD,GTEX-11I78-2126-SM-5A5K8,0.8728
GTEX-P4PP-2026-SM-3P61N,GTEX-ZXES-0726-SM-5E451,0.8729
GTEX-P4PP-2026-SM-3P61N,GTEX-XUJ4-1526-SM-4BONU,0.8729
GTEX-131XG-2026-SM-5GCN5,GTEX-12WSD-2826-SM-59HKT,0.8729
GTEX-13N11-1126-SM-5KM41,GTEX-RTLS-2426-SM-46MUO,0.8729
GTEX-132AR-1526-SM-5KM1L,GTEX-13OVJ-2326-SM-5IJGA,0.8729
GTEX-ZP4G-0726-SM-4WWF2,GTEX-RTLS-2426-SM-46MUO,0.873
GTEX-PWN1-2026-SM-48TD9,GTEX-13S7M-1726-SM-5RQK3,0.873
GTEX-ZV6S-1526-SM-5NQ7O,GTEX-131XG-2026-SM-5GCN5,0.873
GTEX-ZXES-0726-SM-5E451,GTEX-QCQG-1326-SM-48U24,0.873
GTEX-TMMY-2226-SM-4DXTN,GTEX-QCQG-1326-SM-48U24,0.8731
GTEX-TMMY-2226-SM-4DXTN,GTEX-1313W-2826-SM-5P9G1,0.8731
GTEX-1399S-2226-SM-5IFEW,GTEX-RWS6-1326-SM-47JXB,0.8731
GTEX-TSE9-2626-SM-4DXV2,GTEX-ZYWO-2126-SM-5GZXF,0.8731
GTEX-S341-1026-SM-4AD71,GTEX-1313W-2826-SM-5P9G1,0.8732
GTEX-Y114-1826-SM-4TT87,GTEX-1313W-2826-SM-5P9G1,0.8732
GTEX-13N11-1126-SM-5KM41,GTEX-13S7M-1726-SM-5RQK3,0.8732
GTEX-ZV6S-1526-SM-5NQ7O,GTEX-113JC-2226-SM-5EGJG,0.8733
GTEX-ZTPG-2026-SM-5O999,GTEX-13S7M-1726-SM-5RQK3,0.8733
GTEX-ZV6S-1526-SM-5NQ7O,GTEX-13U4I-1926-SM-5LU39,0.8734
GTEX-P4PP-2026-SM-3P61N,GTEX-13QBU-1626-SM-5LU4S,0.8734
GTEX-14BIM-2226-SM-5SI8Y,GTEX-XUZC-0926-SM-4BOQF,0.8735
GTEX-P4PP-2026-SM-3P61N,GTEX-1313W-2826-SM-5P9G1,0.8735
GTEX-PWN1-2026-SM-48TD9,GTEX-13W3W-1426-SM-5LU56,0.8736
GTEX-13S7M-1726-SM-5RQK3,GTEX-QCQG-1326-SM-48U24,0.8738
GTEX-13S7M-1726-SM-5RQK3,GTEX-S7SF-0826-SM-4AD4W,0.8738
GTEX-13OVI-1026-SM-5L3EM,GTEX-XYKS-1626-SM-4BRUQ,0.8738
GTEX-RWS6-1326-SM-47JXB,GTEX-14BIM-2226-SM-5SI8Y,0.8739
GTEX-13N11-1126-SM-5KM41,GTEX-TSE9-2626-SM-4DXV2,0.8739
GTEX-131YS-2326-SM-5IJFJ,GTEX-131XG-2026-SM-5GCN5,0.8739
GTEX-131XG-2026-SM-5GCN5,GTEX-11ZTS-2326-SM-5EQMY,0.874
GTEX-11ZTT-1726-SM-5EQL4,GTEX-RU72-2626-SM-4TT75,0.874
GTEX-13OVI-1026-SM-5L3EM,GTEX-U3ZN-0726-SM-4DXT5,0.874
GTEX-XUW1-0226-SM-4BOOS,GTEX-WI4N-2426-SM-4OOSC,0.874
GTEX-RWS6-1326-SM-47JXB,GTEX-ZVT2-0426-SM-5E44S,0.8742
GTEX-XUZC-0926-SM-4BOQF,GTEX-12WSD-2826-SM-59HKT,0.8743
GTEX-P4PP-2026-SM-3P61N,GTEX-11DXX-1526-SM-5H115,0.8743
GTEX-ZV6S-1526-SM-5NQ7O,GTEX-11ZTS-2326-SM-5EQMY,0.8743
GTEX-RU72-2626-SM-4TT75,GTEX-WEY5-0726-SM-4LMID,0.8743
GTEX-11I78-2126-SM-5A5K8,GTEX-113JC-2226-SM-5EGJG,0.8744
GTEX-1399U-1326-SM-5IJET,GTEX-WI4N-2426-SM-4OOSC,0.8744
GTEX-1399U-1326-SM-5IJET,GTEX-132AR-1526-SM-5KM1L,0.8744
GTEX-RWS6-1326-SM-47JXB,GTEX-S4UY-1226-SM-4AD51,0.8744
GTEX-ZAK1-2526-SM-5S2N7,GTEX-RU1J-1026-SM-46MUR,0.8744
GTEX-P4PP-2026-SM-3P61N,GTEX-13S7M-1726-SM-5RQK3,0.8745
GTEX-TSE9-2626-SM-4DXV2,GTEX-WEY5-0726-SM-4LMID,0.8745
GTEX-WWYW-2826-SM-4MVOQ,GTEX-ZYWO-2126-SM-5GZXF,0.8745
GTEX-P4PP-2026-SM-3P61N,GTEX-14BIM-2226-SM-5SI8Y,0.8746
GTEX-P4PP-2026-SM-3P61N,GTEX-12ZZX-2126-SM-5LZVL,0.8746
GTEX-13U4I-1926-SM-5LU39,GTEX-PWOO-1526-SM-48TCK,0.8746
GTEX-UPIC-1526-SM-4IHLU,GTEX-QCQG-1326-SM-48U24,0.8747
GTEX-XUJ4-1526-SM-4BONU,GTEX-WI4N-2426-SM-4OOSC,0.8748
GTEX-13OVI-1026-SM-5L3EM,GTEX-YFC4-2826-SM-5P9FR,0.8748
GTEX-WWYW-2826-SM-4MVOQ,GTEX-13N11-1126-SM-5KM41,0.8748
GTEX-ZP4G-0726-SM-4WWF2,GTEX-QCQG-1326-SM-48U24,0.8749
GTEX-ZV6S-1526-SM-5NQ7O,GTEX-145ME-1326-SM-5O98Q,0.8749
GTEX-R55G-1626-SM-48FF4,GTEX-13W3W-1426-SM-5LU56,0.8749
GTEX-11EM3-1926-SM-5987U,GTEX-RU72-2626-SM-4TT75,0.8749
GTEX-RWS6-1326-SM-47JXB,GTEX-R55G-1626-SM-48FF4,0.8749
GTEX-P4PP-2026-SM-3P61N,GTEX-OHPL-2026-SM-3TW8R,0.875
GTEX-132AR-1526-SM-5KM1L,GTEX-YFC4-2826-SM-5P9FR,0.875
GTEX-ZV6S-1526-SM-5NQ7O,GTEX-11I78-2126-SM-5A5K8,0.8751
GTEX-ZYVF-0526-SM-5E43E,GTEX-S341-1026-SM-4AD71,0.8751
GTEX-ZYVF-0526-SM-5E43E,GTEX-XUZC-0926-SM-4BOQF,0.8752
GTEX-WWYW-2826-SM-4MVOQ,GTEX-XUJ4-1526-SM-4BONU,0.8752
GTEX-ZAK1-2526-SM-5S2N7,GTEX-U3ZN-0726-SM-4DXT5,0.8752
GTEX-PWN1-2026-SM-48TD9,GTEX-WI4N-2426-SM-4OOSC,0.8753
GTEX-RWS6-1326-SM-47JXB,GTEX-WEY5-0726-SM-4LMID,0.8753
GTEX-RTLS-2426-SM-46MUO,GTEX-PX3G-2026-SM-48U1H,0.8754
GTEX-UPIC-1526-SM-4IHLU,GTEX-13W3W-1426-SM-5LU56,0.8755
GTEX-WWYW-2826-SM-4MVOQ,GTEX-XYKS-1626-SM-4BRUQ,0.8755
GTEX-XUZC-0926-SM-4BOQF,GTEX-113JC-2226-SM-5EGJG,0.8755
GTEX-N7MT-0726-SM-3TW8S,GTEX-14BMU-1826-SM-5RQII,0.8757
GTEX-1313W-2826-SM-5P9G1,GTEX-ZYWO-2126-SM-5GZXF,0.8757
GTEX-11GSP-2426-SM-5N9BD,GTEX-ZYWO-2126-SM-5GZXF,0.8758
GTEX-T2IS-2226-SM-4DM65,GTEX-PWOO-1526-SM-48TCK,0.8758
GTEX-RWS6-1326-SM-47JXB,GTEX-PX3G-2026-SM-48U1H,0.8758
GTEX-RWS6-1326-SM-47JXB,GTEX-XUJ4-1526-SM-4BONU,0.8759
GTEX-ZP4G-0726-SM-4WWF2,GTEX-WI4N-2426-SM-4OOSC,0.8759
GTEX-T5JW-1526-SM-4DM5E,GTEX-WI4N-2426-SM-4OOSC,0.8759
GTEX-11DXX-1526-SM-5H115,GTEX-WI4N-2426-SM-4OOSC,0.8759
GTEX-113JC-2226-SM-5EGJG,GTEX-XYKS-1626-SM-4BRUQ,0.876
GTEX-11ZTT-1726-SM-5EQL4,GTEX-RWS6-1326-SM-47JXB,0.876
GTEX-11GSP-2426-SM-5N9BD,GTEX-U3ZN-0726-SM-4DXT5,0.8761
GTEX-ZAK1-2526-SM-5S2N7,GTEX-11P81-1626-SM-5BC52,0.8761
GTEX-WWYW-2826-SM-4MVOQ,GTEX-145ME-1326-SM-5O98Q,0.8763
GTEX-13S7M-1726-SM-5RQK3,GTEX-PX3G-2026-SM-48U1H,0.8763
GTEX-PWN1-2026-SM-48TD9,GTEX-11ZTS-2326-SM-5EQMY,0.8763
GTEX-1399S-2226-SM-5IFEW,GTEX-QCQG-1326-SM-48U24,0.8764
GTEX-131XG-2026-SM-5GCN5,GTEX-S341-1026-SM-4AD71,0.8764
GTEX-T5JW-1526-SM-4DM5E,GTEX-1313W-2826-SM-5P9G1,0.8764
GTEX-ZAK1-2526-SM-5S2N7,GTEX-S7SF-0826-SM-4AD4W,0.8764
GTEX-PWN1-2026-SM-48TD9,GTEX-13OVJ-2326-SM-5IJGA,0.8764
GTEX-ZV6S-1526-SM-5NQ7O,GTEX-T2IS-2226-SM-4DM65,0.8765
GTEX-13W3W-1426-SM-5LU56,GTEX-11EMC-1826-SM-5A5JT,0.8765
GTEX-YFC4-2826-SM-5P9FR,GTEX-QCQG-1326-SM-48U24,0.8765
GTEX-11GSP-2426-SM-5N9BD,GTEX-PWOO-1526-SM-48TCK,0.8766
GTEX-ZLWG-1026-SM-4WWC4,GTEX-WI4N-2426-SM-4OOSC,0.8766
GTEX-113JC-2226-SM-5EGJG,GTEX-PWOO-1526-SM-48TCK,0.8767
GTEX-ZP4G-0726-SM-4WWF2,GTEX-13S7M-1726-SM-5RQK3,0.8768
GTEX-13OVI-1026-SM-5L3EM,GTEX-13VXT-1626-SM-5IJES,0.8769
GTEX-14BIM-2226-SM-5SI8Y,GTEX-132AR-1526-SM-5KM1L,0.8769
GTEX-13N11-1126-SM-5KM41,GTEX-13W3W-1426-SM-5LU56,0.8769
GTEX-12ZZX-2126-SM-5LZVL,GTEX-QCQG-1326-SM-48U24,0.8769
GTEX-S7SF-0826-SM-4AD4W,GTEX-QCQG-1326-SM-48U24,0.877
GTEX-13W3W-1426-SM-5LU56,GTEX-145ME-1326-SM-5O98Q,0.877
GTEX-XUW1-0226-SM-4BOOS,GTEX-PWOO-1526-SM-48TCK,0.877
GTEX-ZTPG-2026-SM-5O999,GTEX-11I78-2126-SM-5A5K8,0.877
GTEX-WWYW-2826-SM-4MVOQ,GTEX-13QBU-1626-SM-5LU4S,0.8771
GTEX-W5WG-1326-SM-4LMI9,GTEX-13W3W-1426-SM-5LU56,0.8772
GTEX-ZV6S-1526-SM-5NQ7O,GTEX-PWOO-1526-SM-48TCK,0.8772
GTEX-YJ8O-1126-SM-5P9IS,GTEX-PWOO-1526-SM-48TCK,0.8772
GTEX-RWS6-1326-SM-47JXB,GTEX-12ZZX-2126-SM-5LZVL,0.8772
GTEX-RWS6-1326-SM-47JXB,GTEX-S7SF-0826-SM-4AD4W,0.8774
GTEX-132AR-1526-SM-5KM1L,GTEX-OHPL-2026-SM-3TW8R,0.8774
GTEX-12WSD-2826-SM-59HKT,GTEX-WI4N-2426-SM-4OOSC,0.8775
GTEX-12WSD-2826-SM-59HKT,GTEX-ZYWO-2126-SM-5GZXF,0.8775
GTEX-13OVJ-2326-SM-5IJGA,GTEX-T2IS-2226-SM-4DM65,0.8775
GTEX-11GSP-2426-SM-5N9BD,GTEX-ZV6S-1526-SM-5NQ7O,0.8776
GTEX-ZAK1-2526-SM-5S2N7,GTEX-QCQG-1326-SM-48U24,0.8776
GTEX-TMMY-2226-SM-4DXTN,GTEX-13W3W-1426-SM-5LU56,0.8777
GTEX-12WSG-2126-SM-5EGJ7,GTEX-132AR-1526-SM-5KM1L,0.8778
GTEX-YFC4-2826-SM-5P9FR,GTEX-PWOO-1526-SM-48TCK,0.8779
GTEX-POMQ-1226-SM-3P61F,GTEX-RU72-2626-SM-4TT75,0.8779
GTEX-POMQ-1226-SM-3P61F,GTEX-13VXT-1626-SM-5IJES,0.878
GTEX-RWS6-1326-SM-47JXB,GTEX-13FTX-1026-SM-5J2O5,0.8781
GTEX-N7MT-0726-SM-3TW8S,GTEX-12WSK-2026-SM-5CVNB,0.8781
GTEX-ZV6S-1526-SM-5NQ7O,GTEX-RU1J-1026-SM-46MUR,0.8781
GTEX-S341-1026-SM-4AD71,GTEX-11I78-2126-SM-5A5K8,0.8782
GTEX-P4PP-2026-SM-3P61N,GTEX-13FTX-1026-SM-5J2O5,0.8782
GTEX-14BIM-2226-SM-5SI8Y,GTEX-QCQG-1326-SM-48U24,0.8783
GTEX-P4PP-2026-SM-3P61N,GTEX-U3ZN-0726-SM-4DXT5,0.8783
GTEX-ZTPG-2026-SM-5O999,GTEX-TSE9-2626-SM-4DXV2,0.8783
GTEX-TSE9-2626-SM-4DXV2,GTEX-RU1J-1026-SM-46MUR,0.8784
GTEX-YJ8O-1126-SM-5P9IS,GTEX-QCQG-1326-SM-48U24,0.8784
GTEX-ZV6S-1526-SM-5NQ7O,GTEX-U3ZN-0726-SM-4DXT5,0.8784
GTEX-WWYW-2826-SM-4MVOQ,GTEX-RU1J-1026-SM-46MUR,0.8786
GTEX-132AR-1526-SM-5KM1L,GTEX-ZYWO-2126-SM-5GZXF,0.8786
GTEX-ZP4G-0726-SM-4WWF2,GTEX-131YS-2326-SM-5IJFJ,0.8787
GTEX-TSE9-2626-SM-4DXV2,GTEX-T6MO-1526-SM-4DM57,0.8787
GTEX-ZTPG-2026-SM-5O999,GTEX-RU72-2626-SM-4TT75,0.8787
GTEX-WEY5-0726-SM-4LMID,GTEX-QCQG-1326-SM-48U24,0.8787
GTEX-S341-1026-SM-4AD71,GTEX-13OVJ-2326-SM-5IJGA,0.8788
GTEX-Y3IK-2126-SM-4YCDS,GTEX-132AR-1526-SM-5KM1L,0.8788
GTEX-13N11-1126-SM-5KM41,GTEX-RU72-2626-SM-4TT75,0.8789
GTEX-ZVT2-0426-SM-5E44S,GTEX-ZAK1-2526-SM-5S2N7,0.8789
GTEX-13VXT-1626-SM-5IJES,GTEX-ZYWO-2126-SM-5GZXF,0.879
GTEX-ZYVF-0526-SM-5E43E,GTEX-POMQ-1226-SM-3P61F,0.879
GTEX-ZV6S-1526-SM-5NQ7O,GTEX-1313W-2826-SM-5P9G1,0.8791
GTEX-13S7M-1726-SM-5RQK3,GTEX-T6MO-1526-SM-4DM57,0.8791
GTEX-WWYW-2826-SM-4MVOQ,GTEX-ZXES-0726-SM-5E451,0.8791
GTEX-QCQG-1326-SM-48U24,GTEX-PX3G-2026-SM-48U1H,0.8791
GTEX-N7MT-0726-SM-3TW8S,GTEX-11DXX-1526-SM-5H115,0.8792
GTEX-P4PP-2026-SM-3P61N,GTEX-ZLWG-1026-SM-4WWC4,0.8792
GTEX-1399S-2226-SM-5IFEW,GTEX-ZAK1-2526-SM-5S2N7,0.8793
GTEX-RTLS-2426-SM-46MUO,GTEX-S7SF-0826-SM-4AD4W,0.8794
GTEX-11I78-2126-SM-5A5K8,GTEX-YFC4-2826-SM-5P9FR,0.8794
GTEX-PWN1-2026-SM-48TD9,GTEX-11EMC-1826-SM-5A5JT,0.8794
GTEX-13N11-1126-SM-5KM41,GTEX-11I78-2126-SM-5A5K8,0.8794
GTEX-ZP4G-0726-SM-4WWF2,GTEX-1313W-2826-SM-5P9G1,0.8794
GTEX-N7MT-0726-SM-3TW8S,GTEX-T6MO-1526-SM-4DM57,0.8794
GTEX-RU1J-1026-SM-46MUR,GTEX-RU72-2626-SM-4TT75,0.8794
GTEX-RTLS-2426-SM-46MUO,GTEX-11I78-2126-SM-5A5K8,0.8795
GTEX-13W3W-1426-SM-5LU56,GTEX-ZYWO-2126-SM-5GZXF,0.8795
GTEX-ZYVF-0526-SM-5E43E,GTEX-Y114-1826-SM-4TT87,0.8796
GTEX-XUZC-0926-SM-4BOQF,GTEX-13OVJ-2326-SM-5IJGA,0.8797
GTEX-13D11-1226-SM-5IFGA,GTEX-N7MT-0726-SM-3TW8S,0.8797
GTEX-13OVJ-2326-SM-5IJGA,GTEX-U3ZN-0726-SM-4DXT5,0.8797
GTEX-S341-1026-SM-4AD71,GTEX-WI4N-2426-SM-4OOSC,0.8797
GTEX-132AR-1526-SM-5KM1L,GTEX-13VXT-1626-SM-5IJES,0.8798
GTEX-T5JW-1526-SM-4DM5E,GTEX-131YS-2326-SM-5IJFJ,0.8798
GTEX-13OVJ-2326-SM-5IJGA,GTEX-QCQG-1326-SM-48U24,0.8798
GTEX-T5JW-1526-SM-4DM5E,GTEX-13W3W-1426-SM-5LU56,0.8798
GTEX-YJ8O-1126-SM-5P9IS,GTEX-WI4N-2426-SM-4OOSC,0.8799
GTEX-ZTPG-2026-SM-5O999,GTEX-131XG-2026-SM-5GCN5,0.88
GTEX-N7MT-0726-SM-3TW8S,GTEX-13QBU-1626-SM-5LU4S,0.88
GTEX-14BIM-2226-SM-5SI8Y,GTEX-WI4N-2426-SM-4OOSC,0.88
GTEX-P4PP-2026-SM-3P61N,GTEX-Q734-1626-SM-48U1B,0.88
GTEX-RWS6-1326-SM-47JXB,GTEX-Q734-1626-SM-48U1B,0.88
GTEX-ZTPG-2026-SM-5O999,GTEX-131YS-2326-SM-5IJFJ,0.8801
GTEX-XUJ4-1526-SM-4BONU,GTEX-ZV6S-1526-SM-5NQ7O,0.8801
GTEX-WWYW-2826-SM-4MVOQ,GTEX-S4UY-1226-SM-4AD51,0.8801
GTEX-11DXX-1526-SM-5H115,GTEX-RU72-2626-SM-4TT75,0.8801
GTEX-132AR-1526-SM-5KM1L,GTEX-XUW1-0226-SM-4BOOS,0.8801
GTEX-XUJ4-1526-SM-4BONU,GTEX-RU72-2626-SM-4TT75,0.8801
GTEX-ZAK1-2526-SM-5S2N7,GTEX-OHPL-2026-SM-3TW8R,0.8801
GTEX-11I78-2126-SM-5A5K8,GTEX-1313W-2826-SM-5P9G1,0.8802
GTEX-131YS-2326-SM-5IJFJ,GTEX-POMQ-1226-SM-3P61F,0.8802
GTEX-PX3G-2026-SM-48U1H,GTEX-PWOO-1526-SM-48TCK,0.8802
GTEX-PWN1-2026-SM-48TD9,GTEX-14BIM-2226-SM-5SI8Y,0.8803
GTEX-1117F-2426-SM-5EGGH,GTEX-PWOO-1526-SM-48TCK,0.8803
GTEX-WWYW-2826-SM-4MVOQ,GTEX-S7SF-0826-SM-4AD4W,0.8803
GTEX-131YS-2326-SM-5IJFJ,GTEX-ZV6S-1526-SM-5NQ7O,0.8804
GTEX-T5JW-1526-SM-4DM5E,GTEX-TSE9-2626-SM-4DXV2,0.8804
GTEX-11GSP-2426-SM-5N9BD,GTEX-Y114-1826-SM-4TT87,0.8804
GTEX-T5JW-1526-SM-4DM5E,GTEX-RU72-2626-SM-4TT75,0.8804
